timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/08/05 18:01:50.342, 0 %, 0 %, 47
2025/08/05 18:01:55.342, 0 %, 0 %, 47
2025/08/05 18:02:00.343, 0 %, 0 %, 47
2025/08/05 18:02:05.343, 0 %, 0 %, 47
2025/08/05 18:02:10.344, 0 %, 0 %, 47
2025/08/05 18:02:15.344, 0 %, 0 %, 46
2025/08/05 18:02:20.345, 0 %, 0 %, 46
2025/08/05 18:02:25.345, 0 %, 0 %, 46
2025/08/05 18:02:30.345, 0 %, 0 %, 46
2025/08/05 18:02:35.346, 0 %, 0 %, 46
2025/08/05 18:02:40.346, 0 %, 0 %, 46
2025/08/05 18:02:45.347, 0 %, 0 %, 46
2025/08/05 18:02:50.347, 0 %, 0 %, 46
2025/08/05 18:02:55.348, 0 %, 0 %, 46
2025/08/05 18:03:00.348, 0 %, 0 %, 46
2025/08/05 18:03:05.349, 0 %, 0 %, 46
2025/08/05 18:03:10.349, 0 %, 0 %, 46
2025/08/05 18:03:15.350, 0 %, 0 %, 46
2025/08/05 18:03:20.350, 0 %, 0 %, 46
2025/08/05 18:03:25.350, 0 %, 0 %, 46
2025/08/05 18:03:30.351, 0 %, 0 %, 46
2025/08/05 18:03:35.351, 0 %, 0 %, 46
2025/08/05 18:03:40.352, 0 %, 0 %, 46
2025/08/05 18:03:45.352, 0 %, 0 %, 46
2025/08/05 18:03:50.353, 0 %, 0 %, 46
2025/08/05 18:03:55.353, 0 %, 0 %, 46
2025/08/05 18:04:00.354, 0 %, 0 %, 46
2025/08/05 18:04:05.354, 0 %, 0 %, 46
2025/08/05 18:04:10.355, 0 %, 0 %, 46
2025/08/05 18:04:15.355, 0 %, 0 %, 46
2025/08/05 18:04:20.356, 0 %, 0 %, 46
2025/08/05 18:04:25.356, 0 %, 0 %, 46
2025/08/05 18:04:30.356, 0 %, 0 %, 46
2025/08/05 18:04:35.357, 0 %, 0 %, 46
2025/08/05 18:04:40.357, 0 %, 0 %, 46
2025/08/05 18:04:45.358, 0 %, 0 %, 46
2025/08/05 18:04:50.358, 0 %, 0 %, 46
2025/08/05 18:04:55.359, 0 %, 0 %, 46
2025/08/05 18:05:00.359, 0 %, 0 %, 46
2025/08/05 18:05:05.360, 0 %, 0 %, 46
2025/08/05 18:05:10.360, 0 %, 0 %, 46
2025/08/05 18:05:15.361, 0 %, 0 %, 46
2025/08/05 18:05:20.361, 0 %, 0 %, 46
2025/08/05 18:05:25.361, 0 %, 0 %, 46
2025/08/05 18:05:30.362, 0 %, 0 %, 46
2025/08/05 18:05:35.362, 0 %, 0 %, 46
2025/08/05 18:05:40.363, 0 %, 0 %, 46
2025/08/05 18:05:45.363, 0 %, 0 %, 46
2025/08/05 18:05:50.364, 0 %, 0 %, 46
2025/08/05 18:05:55.364, 0 %, 0 %, 46
2025/08/05 18:06:00.365, 0 %, 0 %, 46
2025/08/05 18:06:05.365, 0 %, 0 %, 46
2025/08/05 18:06:10.366, 0 %, 0 %, 46
2025/08/05 18:06:15.366, 0 %, 0 %, 46
2025/08/05 18:06:20.366, 0 %, 0 %, 46
2025/08/05 18:06:25.367, 0 %, 0 %, 46
2025/08/05 18:06:30.367, 0 %, 0 %, 46
2025/08/05 18:06:35.368, 0 %, 0 %, 46
2025/08/05 18:06:40.368, 0 %, 0 %, 46
2025/08/05 18:06:45.369, 0 %, 0 %, 46
2025/08/05 18:06:50.369, 0 %, 0 %, 46
2025/08/05 18:06:55.370, 0 %, 0 %, 46
2025/08/05 18:07:00.370, 0 %, 0 %, 46
2025/08/05 18:07:05.370, 0 %, 0 %, 46
